,buying,maint,doors,persons,lug_boot,safety,class
1168,3,3,4,1,3,2,1
1169,3,3,4,2,1,3,1
1170,3,3,4,2,1,1,2
1171,3,3,4,2,1,2,2
1172,3,3,4,2,2,3,1
1173,3,3,4,2,2,1,2
1174,3,3,4,2,2,2,3
1175,3,3,4,2,3,3,1
1176,3,3,4,2,3,1,2
1177,3,3,4,2,3,2,3
1178,3,3,4,3,1,3,1
1179,3,3,4,3,1,1,2
1180,3,3,4,3,1,2,2
1181,3,3,4,3,2,3,1
1182,3,3,4,3,2,1,2
1183,3,3,4,3,2,2,3
1184,3,3,4,3,3,3,1
1185,3,3,4,3,3,1,2
1186,3,3,4,3,3,2,3
1187,3,4,1,1,1,3,1
1188,3,4,1,1,1,1,1
1189,3,4,1,1,1,2,1
1190,3,4,1,1,2,3,1
1191,3,4,1,1,2,1,1
1192,3,4,1,1,2,2,1
1193,3,4,1,1,3,3,1
1194,3,4,1,1,3,1,1
1195,3,4,1,1,3,2,1
1196,3,4,1,2,1,3,1
1197,3,4,1,2,1,1,2
1198,3,4,1,2,1,2,4
1199,3,4,1,2,2,3,1
1200,3,4,1,2,2,1,2
1201,3,4,1,2,2,2,4
1202,3,4,1,2,3,3,1
1203,3,4,1,2,3,1,4
1204,3,4,1,2,3,2,3
1205,3,4,1,3,1,3,1
1206,3,4,1,3,1,1,1
1207,3,4,1,3,1,2,1
1208,3,4,1,3,2,3,1
1209,3,4,1,3,2,1,2
1210,3,4,1,3,2,2,4
1211,3,4,1,3,3,3,1
1212,3,4,1,3,3,1,4
1213,3,4,1,3,3,2,3
1214,3,4,2,1,1,3,1
1215,3,4,2,1,1,1,1
1216,3,4,2,1,1,2,1
1217,3,4,2,1,2,3,1
1218,3,4,2,1,2,1,1
1219,3,4,2,1,2,2,1
1220,3,4,2,1,3,3,1
1221,3,4,2,1,3,1,1
1222,3,4,2,1,3,2,1
1223,3,4,2,2,1,3,1
1224,3,4,2,2,1,1,2
1225,3,4,2,2,1,2,4
1226,3,4,2,2,2,3,1
1227,3,4,2,2,2,1,2
1228,3,4,2,2,2,2,4
1229,3,4,2,2,3,3,1
1230,3,4,2,2,3,1,4
1231,3,4,2,2,3,2,3
1232,3,4,2,3,1,3,1
1233,3,4,2,3,1,1,2
1234,3,4,2,3,1,2,4
1235,3,4,2,3,2,3,1
1236,3,4,2,3,2,1,4
1237,3,4,2,3,2,2,3
1238,3,4,2,3,3,3,1
1239,3,4,2,3,3,1,4
1240,3,4,2,3,3,2,3
1241,3,4,3,1,1,3,1
1242,3,4,3,1,1,1,1
1243,3,4,3,1,1,2,1
1244,3,4,3,1,2,3,1
1245,3,4,3,1,2,1,1
1246,3,4,3,1,2,2,1
1247,3,4,3,1,3,3,1
1248,3,4,3,1,3,1,1
1249,3,4,3,1,3,2,1
1250,3,4,3,2,1,3,1
1251,3,4,3,2,1,1,2
1252,3,4,3,2,1,2,4
1253,3,4,3,2,2,3,1
1254,3,4,3,2,2,1,4
1255,3,4,3,2,2,2,3
1256,3,4,3,2,3,3,1
1257,3,4,3,2,3,1,4
1258,3,4,3,2,3,2,3
1259,3,4,3,3,1,3,1
1260,3,4,3,3,1,1,2
1261,3,4,3,3,1,2,4
1262,3,4,3,3,2,3,1
1263,3,4,3,3,2,1,4
1264,3,4,3,3,2,2,3
1265,3,4,3,3,3,3,1
1266,3,4,3,3,3,1,4
1267,3,4,3,3,3,2,3
1268,3,4,4,1,1,3,1
1269,3,4,4,1,1,1,1
1270,3,4,4,1,1,2,1
1271,3,4,4,1,2,3,1
1272,3,4,4,1,2,1,1
1273,3,4,4,1,2,2,1
1274,3,4,4,1,3,3,1
1275,3,4,4,1,3,1,1
1276,3,4,4,1,3,2,1
1277,3,4,4,2,1,3,1
1278,3,4,4,2,1,1,2
1279,3,4,4,2,1,2,4
1280,3,4,4,2,2,3,1
1281,3,4,4,2,2,1,4
1282,3,4,4,2,2,2,3
1283,3,4,4,2,3,3,1
1284,3,4,4,2,3,1,4
1285,3,4,4,2,3,2,3
1286,3,4,4,3,1,3,1
1287,3,4,4,3,1,1,2
1288,3,4,4,3,1,2,4
1289,3,4,4,3,2,3,1
1290,3,4,4,3,2,1,4
1291,3,4,4,3,2,2,3
1292,3,4,4,3,3,3,1
1293,3,4,4,3,3,1,4
1294,3,4,4,3,3,2,3
1295,4,1,1,1,1,3,1
1296,4,1,1,1,1,1,1
1297,4,1,1,1,1,2,1
1298,4,1,1,1,2,3,1
1299,4,1,1,1,2,1,1
1300,4,1,1,1,2,2,1
1301,4,1,1,1,3,3,1
1302,4,1,1,1,3,1,1
1303,4,1,1,1,3,2,1
1304,4,1,1,2,1,3,1
1305,4,1,1,2,1,1,1
1306,4,1,1,2,1,2,2
1307,4,1,1,2,2,3,1
1308,4,1,1,2,2,1,1
1309,4,1,1,2,2,2,2
1310,4,1,1,2,3,3,1
1311,4,1,1,2,3,1,2
1312,4,1,1,2,3,2,2
1313,4,1,1,3,1,3,1
1314,4,1,1,3,1,1,1
1315,4,1,1,3,1,2,1
1316,4,1,1,3,2,3,1
1317,4,1,1,3,2,1,1
1318,4,1,1,3,2,2,2
1319,4,1,1,3,3,3,1
1320,4,1,1,3,3,1,2
1321,4,1,1,3,3,2,2
1322,4,1,2,1,1,3,1
1323,4,1,2,1,1,1,1
1324,4,1,2,1,1,2,1
1325,4,1,2,1,2,3,1
1326,4,1,2,1,2,1,1
1327,4,1,2,1,2,2,1
1328,4,1,2,1,3,3,1
1329,4,1,2,1,3,1,1
1330,4,1,2,1,3,2,1
1331,4,1,2,2,1,3,1
1332,4,1,2,2,1,1,1
1333,4,1,2,2,1,2,2
1334,4,1,2,2,2,3,1
1335,4,1,2,2,2,1,1
1336,4,1,2,2,2,2,2
1337,4,1,2,2,3,3,1
1338,4,1,2,2,3,1,2
1339,4,1,2,2,3,2,2
1340,4,1,2,3,1,3,1
1341,4,1,2,3,1,1,1
1342,4,1,2,3,1,2,2
1343,4,1,2,3,2,3,1
1344,4,1,2,3,2,1,2
1345,4,1,2,3,2,2,2
1346,4,1,2,3,3,3,1
1347,4,1,2,3,3,1,2
1348,4,1,2,3,3,2,2
1349,4,1,3,1,1,3,1
1350,4,1,3,1,1,1,1
1351,4,1,3,1,1,2,1
1352,4,1,3,1,2,3,1
1353,4,1,3,1,2,1,1
1354,4,1,3,1,2,2,1
1355,4,1,3,1,3,3,1
1356,4,1,3,1,3,1,1
1357,4,1,3,1,3,2,1
1358,4,1,3,2,1,3,1
1359,4,1,3,2,1,1,1
1360,4,1,3,2,1,2,2
1361,4,1,3,2,2,3,1
1362,4,1,3,2,2,1,2
1363,4,1,3,2,2,2,2
1364,4,1,3,2,3,3,1
1365,4,1,3,2,3,1,2
1366,4,1,3,2,3,2,2
1367,4,1,3,3,1,3,1
1368,4,1,3,3,1,1,1
1369,4,1,3,3,1,2,2
1370,4,1,3,3,2,3,1
1371,4,1,3,3,2,1,2
1372,4,1,3,3,2,2,2
1373,4,1,3,3,3,3,1
1374,4,1,3,3,3,1,2
1375,4,1,3,3,3,2,2
1376,4,1,4,1,1,3,1
1377,4,1,4,1,1,1,1
1378,4,1,4,1,1,2,1
1379,4,1,4,1,2,3,1
1380,4,1,4,1,2,1,1
1381,4,1,4,1,2,2,1
1382,4,1,4,1,3,3,1
1383,4,1,4,1,3,1,1
1384,4,1,4,1,3,2,1
1385,4,1,4,2,1,3,1
1386,4,1,4,2,1,1,1
1387,4,1,4,2,1,2,2
1388,4,1,4,2,2,3,1
1389,4,1,4,2,2,1,2
1390,4,1,4,2,2,2,2
1391,4,1,4,2,3,3,1
1392,4,1,4,2,3,1,2
1393,4,1,4,2,3,2,2
1394,4,1,4,3,1,3,1
1395,4,1,4,3,1,1,1
1396,4,1,4,3,1,2,2
1397,4,1,4,3,2,3,1
1398,4,1,4,3,2,1,2
1399,4,1,4,3,2,2,2
1400,4,1,4,3,3,3,1
1401,4,1,4,3,3,1,2
1402,4,1,4,3,3,2,2
1403,4,2,1,1,1,3,1
1404,4,2,1,1,1,1,1
1405,4,2,1,1,1,2,1
1406,4,2,1,1,2,3,1
1407,4,2,1,1,2,1,1
1408,4,2,1,1,2,2,1
1409,4,2,1,1,3,3,1
1410,4,2,1,1,3,1,1
1411,4,2,1,1,3,2,1
1412,4,2,1,2,1,3,1
1413,4,2,1,2,1,1,2
1414,4,2,1,2,1,2,2
1415,4,2,1,2,2,3,1
1416,4,2,1,2,2,1,2
1417,4,2,1,2,2,2,2
1418,4,2,1,2,3,3,1
1419,4,2,1,2,3,1,2
1420,4,2,1,2,3,2,3
1421,4,2,1,3,1,3,1
1422,4,2,1,3,1,1,1
1423,4,2,1,3,1,2,1
1424,4,2,1,3,2,3,1
1425,4,2,1,3,2,1,2
1426,4,2,1,3,2,2,2
1427,4,2,1,3,3,3,1
1428,4,2,1,3,3,1,2
1429,4,2,1,3,3,2,3
1430,4,2,2,1,1,3,1
1431,4,2,2,1,1,1,1
1432,4,2,2,1,1,2,1
1433,4,2,2,1,2,3,1
1434,4,2,2,1,2,1,1
1435,4,2,2,1,2,2,1
1436,4,2,2,1,3,3,1
1437,4,2,2,1,3,1,1
1438,4,2,2,1,3,2,1
1439,4,2,2,2,1,3,1
1440,4,2,2,2,1,1,2
1441,4,2,2,2,1,2,2
1442,4,2,2,2,2,3,1
1443,4,2,2,2,2,1,2
1444,4,2,2,2,2,2,2
1445,4,2,2,2,3,3,1
1446,4,2,2,2,3,1,2
1447,4,2,2,2,3,2,3
1448,4,2,2,3,1,3,1
1449,4,2,2,3,1,1,2
1450,4,2,2,3,1,2,2
1451,4,2,2,3,2,3,1
1452,4,2,2,3,2,1,2
1453,4,2,2,3,2,2,3
1454,4,2,2,3,3,3,1
1455,4,2,2,3,3,1,2
1456,4,2,2,3,3,2,3
1457,4,2,3,1,1,3,1
1458,4,2,3,1,1,1,1
1459,4,2,3,1,1,2,1
1460,4,2,3,1,2,3,1
1461,4,2,3,1,2,1,1
1462,4,2,3,1,2,2,1
1463,4,2,3,1,3,3,1
1464,4,2,3,1,3,1,1
1465,4,2,3,1,3,2,1
1466,4,2,3,2,1,3,1
1467,4,2,3,2,1,1,2
1468,4,2,3,2,1,2,2
1469,4,2,3,2,2,3,1
1470,4,2,3,2,2,1,2
1471,4,2,3,2,2,2,3
1472,4,2,3,2,3,3,1
1473,4,2,3,2,3,1,2
1474,4,2,3,2,3,2,3
1475,4,2,3,3,1,3,1
1476,4,2,3,3,1,1,2
1477,4,2,3,3,1,2,2
1478,4,2,3,3,2,3,1
1479,4,2,3,3,2,1,2
1480,4,2,3,3,2,2,3
1481,4,2,3,3,3,3,1
1482,4,2,3,3,3,1,2
1483,4,2,3,3,3,2,3
1484,4,2,4,1,1,3,1
1485,4,2,4,1,1,1,1
1486,4,2,4,1,1,2,1
1487,4,2,4,1,2,3,1
1488,4,2,4,1,2,1,1
1489,4,2,4,1,2,2,1
1490,4,2,4,1,3,3,1
1491,4,2,4,1,3,1,1
1492,4,2,4,1,3,2,1
1493,4,2,4,2,1,3,1
1494,4,2,4,2,1,1,2
1495,4,2,4,2,1,2,2
1496,4,2,4,2,2,3,1
1497,4,2,4,2,2,1,2
1498,4,2,4,2,2,2,3
1499,4,2,4,2,3,3,1
1500,4,2,4,2,3,1,2
1501,4,2,4,2,3,2,3
1502,4,2,4,3,1,3,1
1503,4,2,4,3,1,1,2
1504,4,2,4,3,1,2,2
1505,4,2,4,3,2,3,1
1506,4,2,4,3,2,1,2
1507,4,2,4,3,2,2,3
1508,4,2,4,3,3,3,1
1509,4,2,4,3,3,1,2
1510,4,2,4,3,3,2,3
1511,4,3,1,1,1,3,1
1512,4,3,1,1,1,1,1
1513,4,3,1,1,1,2,1
1514,4,3,1,1,2,3,1
1515,4,3,1,1,2,1,1
1516,4,3,1,1,2,2,1
1517,4,3,1,1,3,3,1
1518,4,3,1,1,3,1,1
1519,4,3,1,1,3,2,1
1520,4,3,1,2,1,3,1
1521,4,3,1,2,1,1,2
1522,4,3,1,2,1,2,4
1523,4,3,1,2,2,3,1
1524,4,3,1,2,2,1,2
1525,4,3,1,2,2,2,4
1526,4,3,1,2,3,3,1
1527,4,3,1,2,3,1,4
1528,4,3,1,2,3,2,3
1529,4,3,1,3,1,3,1
1530,4,3,1,3,1,1,1
1531,4,3,1,3,1,2,1
1532,4,3,1,3,2,3,1
1533,4,3,1,3,2,1,2
1534,4,3,1,3,2,2,4
1535,4,3,1,3,3,3,1
1536,4,3,1,3,3,1,4
1537,4,3,1,3,3,2,3
1538,4,3,2,1,1,3,1
1539,4,3,2,1,1,1,1
1540,4,3,2,1,1,2,1
1541,4,3,2,1,2,3,1
1542,4,3,2,1,2,1,1
1543,4,3,2,1,2,2,1
1544,4,3,2,1,3,3,1
1545,4,3,2,1,3,1,1
1546,4,3,2,1,3,2,1
1547,4,3,2,2,1,3,1
1548,4,3,2,2,1,1,2
1549,4,3,2,2,1,2,4
1550,4,3,2,2,2,3,1
1551,4,3,2,2,2,1,2
1552,4,3,2,2,2,2,4
1553,4,3,2,2,3,3,1
1554,4,3,2,2,3,1,4
1555,4,3,2,2,3,2,3
1556,4,3,2,3,1,3,1
1557,4,3,2,3,1,1,2
1558,4,3,2,3,1,2,4
1559,4,3,2,3,2,3,1
1560,4,3,2,3,2,1,4
1561,4,3,2,3,2,2,3
1562,4,3,2,3,3,3,1
1563,4,3,2,3,3,1,4
1564,4,3,2,3,3,2,3
1565,4,3,3,1,1,3,1
1566,4,3,3,1,1,1,1
1567,4,3,3,1,1,2,1
1568,4,3,3,1,2,3,1
1569,4,3,3,1,2,1,1
1570,4,3,3,1,2,2,1
1571,4,3,3,1,3,3,1
1572,4,3,3,1,3,1,1
1573,4,3,3,1,3,2,1
1574,4,3,3,2,1,3,1
1575,4,3,3,2,1,1,2
1576,4,3,3,2,1,2,4
1577,4,3,3,2,2,3,1
1578,4,3,3,2,2,1,4
1579,4,3,3,2,2,2,3
1580,4,3,3,2,3,3,1
1581,4,3,3,2,3,1,4
1582,4,3,3,2,3,2,3
1583,4,3,3,3,1,3,1
1584,4,3,3,3,1,1,2
1585,4,3,3,3,1,2,4
1586,4,3,3,3,2,3,1
1587,4,3,3,3,2,1,4
1588,4,3,3,3,2,2,3
1589,4,3,3,3,3,3,1
1590,4,3,3,3,3,1,4
1591,4,3,3,3,3,2,3
1592,4,3,4,1,1,3,1
1593,4,3,4,1,1,1,1
1594,4,3,4,1,1,2,1
1595,4,3,4,1,2,3,1
1596,4,3,4,1,2,1,1
1597,4,3,4,1,2,2,1
1598,4,3,4,1,3,3,1
1599,4,3,4,1,3,1,1
1600,4,3,4,1,3,2,1
1601,4,3,4,2,1,3,1
1602,4,3,4,2,1,1,2
1603,4,3,4,2,1,2,4
1604,4,3,4,2,2,3,1
1605,4,3,4,2,2,1,4
1606,4,3,4,2,2,2,3
1607,4,3,4,2,3,3,1
1608,4,3,4,2,3,1,4
1609,4,3,4,2,3,2,3
1610,4,3,4,3,1,3,1
1611,4,3,4,3,1,1,2
1612,4,3,4,3,1,2,4
1613,4,3,4,3,2,3,1
1614,4,3,4,3,2,1,4
1615,4,3,4,3,2,2,3
1616,4,3,4,3,3,3,1
1617,4,3,4,3,3,1,4
1618,4,3,4,3,3,2,3
1619,4,4,1,1,1,3,1
1620,4,4,1,1,1,1,1
1621,4,4,1,1,1,2,1
1622,4,4,1,1,2,3,1
1623,4,4,1,1,2,1,1
1624,4,4,1,1,2,2,1
1625,4,4,1,1,3,3,1
1626,4,4,1,1,3,1,1
1627,4,4,1,1,3,2,1
1628,4,4,1,2,1,3,1
1629,4,4,1,2,1,1,2
1630,4,4,1,2,1,2,4
1631,4,4,1,2,2,3,1
1632,4,4,1,2,2,1,2
1633,4,4,1,2,2,2,4
1634,4,4,1,2,3,3,1
1635,4,4,1,2,3,1,4
1636,4,4,1,2,3,2,3
1637,4,4,1,3,1,3,1
1638,4,4,1,3,1,1,1
1639,4,4,1,3,1,2,1
1640,4,4,1,3,2,3,1
1641,4,4,1,3,2,1,2
1642,4,4,1,3,2,2,4
1643,4,4,1,3,3,3,1
1644,4,4,1,3,3,1,4
1645,4,4,1,3,3,2,3
1646,4,4,2,1,1,3,1
1647,4,4,2,1,1,1,1
1648,4,4,2,1,1,2,1
1649,4,4,2,1,2,3,1
1650,4,4,2,1,2,1,1
1651,4,4,2,1,2,2,1
1652,4,4,2,1,3,3,1
1653,4,4,2,1,3,1,1
1654,4,4,2,1,3,2,1
1655,4,4,2,2,1,3,1
1656,4,4,2,2,1,1,2
1657,4,4,2,2,1,2,4
1658,4,4,2,2,2,3,1
1659,4,4,2,2,2,1,2
1660,4,4,2,2,2,2,4
1661,4,4,2,2,3,3,1
1662,4,4,2,2,3,1,4
1663,4,4,2,2,3,2,3
1664,4,4,2,3,1,3,1
1665,4,4,2,3,1,1,2
1666,4,4,2,3,1,2,4
1667,4,4,2,3,2,3,1
1668,4,4,2,3,2,1,4
1669,4,4,2,3,2,2,3
1670,4,4,2,3,3,3,1
1671,4,4,2,3,3,1,4
1672,4,4,2,3,3,2,3
1673,4,4,3,1,1,3,1
1674,4,4,3,1,1,1,1
1675,4,4,3,1,1,2,1
1676,4,4,3,1,2,3,1
1677,4,4,3,1,2,1,1
1678,4,4,3,1,2,2,1
1679,4,4,3,1,3,3,1
1680,4,4,3,1,3,1,1
1681,4,4,3,1,3,2,1
1682,4,4,3,2,1,3,1
1683,4,4,3,2,1,1,2
1684,4,4,3,2,1,2,4
1685,4,4,3,2,2,3,1
1686,4,4,3,2,2,1,4
1687,4,4,3,2,2,2,3
1688,4,4,3,2,3,3,1
1689,4,4,3,2,3,1,4
1690,4,4,3,2,3,2,3
1691,4,4,3,3,1,3,1
1692,4,4,3,3,1,1,2
1693,4,4,3,3,1,2,4
1694,4,4,3,3,2,3,1
1695,4,4,3,3,2,1,4
1696,4,4,3,3,2,2,3
1697,4,4,3,3,3,3,1
1698,4,4,3,3,3,1,4
1699,4,4,3,3,3,2,3
1700,4,4,4,1,1,3,1
1701,4,4,4,1,1,1,1
1702,4,4,4,1,1,2,1
1703,4,4,4,1,2,3,1
1704,4,4,4,1,2,1,1
1705,4,4,4,1,2,2,1
1706,4,4,4,1,3,3,1
1707,4,4,4,1,3,1,1
1708,4,4,4,1,3,2,1
1709,4,4,4,2,1,3,1
1710,4,4,4,2,1,1,2
1711,4,4,4,2,1,2,4
1712,4,4,4,2,2,3,1
1713,4,4,4,2,2,1,4
1714,4,4,4,2,2,2,3
1715,4,4,4,2,3,3,1
1716,4,4,4,2,3,1,4
1717,4,4,4,2,3,2,3
1718,4,4,4,3,1,3,1
1719,4,4,4,3,1,1,2
1720,4,4,4,3,1,2,4
1721,4,4,4,3,2,3,1
1722,4,4,4,3,2,1,4
1723,4,4,4,3,2,2,3
1724,4,4,4,3,3,3,1
1725,4,4,4,3,3,1,4
1726,4,4,4,3,3,2,3
